"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1204",1,1,1,1,1,1,1,1,0,1
"1205",0,0,0,0,1,0,0,1,1,1
"1206",0,0,0,0,0,0,0,1,0,0
"1207",1,1,1,1,0,1,1,0,1,0
"1208",0,1,1,1,1,1,1,1,1,1
"1209",1,0,1,1,0,0,0,0,0,0
"1210",0,0,1,1,1,1,1,1,1,1
"1211",0,0,1,0,0,0,0,0,0,0
"1212",0,0,1,1,1,1,1,1,1,1
"1213",0,1,0,0,1,1,1,1,1,1
"1214",0,0,0,0,1,0,1,0,1,1
"1215",1,1,0,1,1,1,1,1,1,1
"1216",1,1,1,1,1,0,1,0,1,0
"1217",1,0,1,0,1,1,1,1,1,1
"1218",0,0,0,0,0,0,0,1,1,1
"1219",1,1,0,1,0,0,0,0,0,0
"1220",1,1,1,1,1,1,1,1,0,1
"1221",0,0,0,0,0,0,0,0,1,0
"1222",1,1,1,1,0,0,0,1,0,0
"1223",1,1,1,0,1,1,1,1,1,1
"1224",0,0,0,0,0,0,0,0,0,1
"1225",0,1,0,0,0,1,0,0,0,0
"1226",1,1,1,0,1,0,1,1,1,1
"1227",0,0,0,0,0,0,1,1,1,1
"1228",1,1,1,1,0,1,1,0,0,0
"1229",0,0,0,0,0,1,1,1,1,0
"1230",0,0,1,1,1,1,1,1,1,1
"1231",1,1,0,0,1,1,0,0,0,0
"1232",0,1,0,0,1,0,0,0,0,0
"1233",1,1,1,1,0,1,1,0,0,0
"1234",1,1,1,1,1,1,1,0,0,0
"1235",1,1,1,1,1,1,0,0,0,1
"1236",1,1,1,1,1,1,1,0,1,1
"1237",0,1,1,1,0,1,1,0,1,1
"1238",1,1,1,1,1,1,0,1,1,0
"1239",1,0,0,1,0,0,1,0,0,0
"1240",0,0,0,0,1,0,1,1,1,1
"1241",1,1,1,1,1,1,1,1,1,0
"1242",1,1,1,1,1,0,0,0,0,0
"1243",1,1,1,1,1,0,0,0,0,0
"1244",1,1,1,1,1,1,0,1,0,0
"1245",1,1,1,0,0,0,0,0,0,0
"1246",0,1,1,1,1,1,1,1,1,1
"1247",0,0,1,1,1,1,1,1,1,1
"1248",1,1,1,0,1,0,0,0,0,0
"1249",0,1,0,0,0,0,0,0,0,0
"1250",0,1,0,0,1,1,0,1,1,1
"1251",0,0,0,0,0,0,0,1,0,1
"1252",1,1,0,1,1,0,1,1,1,1
"1253",0,0,0,0,0,0,1,1,0,1
"1254",0,0,0,0,0,0,0,1,1,1
"1255",0,1,0,1,1,1,1,1,1,1
"1256",1,1,1,1,0,1,0,0,0,0
"1257",1,0,1,1,1,1,1,1,1,0
"1258",1,1,1,1,0,1,0,1,1,0
"1259",0,0,1,1,1,1,1,1,1,1
"1260",1,1,1,0,1,1,0,0,1,0
"1261",0,0,0,1,1,1,0,1,1,1
"1262",0,0,0,0,0,0,0,1,1,1
"1263",0,0,0,1,1,1,1,1,1,1
"1264",0,0,1,0,0,0,0,1,1,1
"1265",1,0,0,0,1,1,1,1,1,1
"1266",0,1,0,1,1,1,1,1,1,1
"1267",0,0,0,0,0,0,1,1,1,0
"1268",0,0,0,0,1,1,1,1,1,1
"1269",1,0,1,1,1,1,1,0,0,0
"1270",1,1,1,1,1,1,1,0,1,1
"1271",0,0,0,0,0,0,1,1,0,1
"1272",0,1,1,1,0,1,1,1,1,1
"1273",0,0,0,0,0,0,0,1,1,1
"1274",0,0,1,1,0,1,1,1,1,1
"1275",1,1,1,1,0,0,0,0,0,1
"1276",0,1,1,1,1,1,1,1,0,0
"1277",0,1,1,1,1,1,1,1,1,1
"1278",1,1,1,1,1,1,1,1,0,1
"1279",1,1,1,1,1,1,0,1,0,0
"1280",1,1,1,1,1,1,0,1,1,0
"1281",1,0,1,1,1,1,1,1,0,0
"1282",0,0,0,0,0,0,0,0,1,0
"1283",1,1,1,1,1,1,1,1,1,0
"1284",0,1,1,0,1,1,1,1,1,1
"1285",1,1,0,1,1,1,1,1,1,1
"1286",0,0,0,0,1,0,1,0,1,1
"1287",0,1,1,1,0,1,0,1,1,1
"1288",1,1,1,1,1,1,1,0,1,0
"1289",1,0,0,0,0,0,0,0,0,0
"1290",0,1,0,0,0,1,1,1,1,1
"1291",0,0,0,0,0,0,0,0,0,1
"1292",1,1,1,1,1,1,0,1,0,1
"1293",0,1,0,0,0,0,1,1,1,1
"1294",1,1,0,1,1,1,0,0,0,0
"1295",1,0,0,0,0,0,0,0,0,0
"1296",1,1,1,0,1,1,0,0,0,0
"1297",1,0,1,0,0,0,0,1,0,0
"1298",0,0,0,0,0,0,0,1,1,1
"1299",0,0,0,0,0,0,0,1,1,1
"1300",0,0,0,0,1,1,1,0,1,1
"1301",1,0,1,0,1,1,1,1,1,1
"1302",1,1,1,1,0,0,1,0,0,0
"1303",0,0,0,0,0,0,0,1,1,0
"1304",0,0,0,0,0,0,0,0,0,1
"1305",0,1,1,1,1,1,1,1,1,1
"1306",0,1,1,1,1,1,1,1,1,1
"1307",1,1,0,0,0,0,0,0,0,0
"1308",0,0,0,0,1,0,1,0,1,1
"1309",1,1,1,0,1,1,0,0,0,0
"1310",0,0,1,0,0,1,1,1,1,1
"1311",0,0,1,0,0,0,0,1,1,1
"1312",1,1,1,1,1,1,1,1,0,0
"1313",1,1,1,1,1,1,1,0,1,1
"1314",1,1,1,1,1,1,0,0,0,1
"1315",1,1,1,0,1,0,1,1,0,0
"1316",0,0,0,1,0,1,1,1,1,1
"1317",1,0,1,1,1,1,1,1,1,0
"1318",0,0,0,0,0,0,0,0,1,1
"1319",1,1,1,1,1,0,1,0,1,0
"1320",0,0,0,0,0,0,0,0,0,1
"1321",0,0,0,0,0,0,0,0,0,1
"1322",0,0,0,0,0,0,0,0,1,0
"1323",0,1,1,1,1,1,0,1,0,0
"1324",1,1,0,1,0,1,1,1,1,0
"1325",0,0,0,0,0,0,0,0,1,1
"1326",0,0,1,1,1,1,1,1,1,1
"1327",1,1,1,1,0,1,1,1,1,1
"1328",1,1,1,1,1,1,1,1,1,0
"1329",1,1,1,0,0,0,0,0,0,0
"1330",1,1,1,1,0,1,0,0,0,0
"1331",1,1,1,1,1,1,1,1,0,0
"1332",1,0,1,0,0,0,0,0,0,0
"1333",0,0,0,0,1,1,1,1,1,1
"1334",1,1,1,0,1,1,0,0,0,0
"1335",0,0,0,0,0,0,1,1,1,1
"1336",0,0,1,0,0,0,0,0,0,0
"1337",1,1,1,1,1,1,0,1,0,1
"1338",1,1,1,1,1,1,1,0,1,1
"1339",0,0,1,1,1,1,1,1,1,1
"1340",0,0,0,0,0,0,0,1,0,1
"1341",0,1,1,1,1,1,1,1,1,1
"1342",1,1,0,1,1,0,1,0,0,0
"1343",1,1,1,0,1,0,0,0,0,0
"1344",1,1,1,1,0,0,1,1,1,0
"1345",1,1,1,1,1,1,0,1,1,0
"1346",1,1,1,0,0,0,0,0,0,0
"1347",0,0,0,0,0,0,0,0,1,0
"1348",0,0,0,1,1,0,1,1,1,1
"1349",1,1,1,1,1,0,1,1,0,0
"1350",0,1,1,0,0,0,0,1,0,0
"1351",1,1,1,1,1,1,1,0,0,0
"1352",1,0,0,0,0,0,0,0,0,0
"1353",1,1,0,0,0,0,0,0,0,1
"1354",0,0,0,0,0,1,0,1,1,1
"1355",0,0,1,0,0,1,1,1,1,1
"1356",1,1,0,1,1,1,0,0,0,0
"1357",1,1,0,1,1,1,1,1,1,1
"1358",1,1,0,0,1,1,1,0,0,0
"1359",1,0,0,0,0,0,0,0,0,0
"1360",1,1,1,1,1,1,1,1,0,1
"1361",1,0,1,1,0,1,1,1,0,1
"1362",1,1,1,1,1,1,1,0,0,0
"1363",1,1,0,0,0,0,0,0,0,0
"1364",0,0,0,0,0,0,0,0,0,1
"1365",1,1,1,1,1,1,1,1,0,0
"1366",1,1,1,1,1,0,1,0,0,0
"1367",0,1,1,0,0,1,1,1,1,1
"1368",0,0,0,0,0,1,0,1,1,1
"1369",0,0,0,1,0,1,0,1,1,1
"1370",0,1,0,0,0,0,0,0,0,0
"1371",1,0,0,0,1,1,0,0,0,1
"1372",0,0,0,0,0,1,0,1,1,1
"1373",1,0,1,1,1,1,1,1,1,1
"1374",0,1,0,0,0,0,0,0,0,0
"1375",1,1,1,1,1,0,0,0,1,0
"1376",1,1,1,1,1,1,1,0,1,1
"1377",1,1,1,1,1,1,1,0,1,1
"1378",1,1,0,0,0,1,0,0,0,0
"1379",0,0,0,0,1,1,0,1,1,1
"1380",0,0,0,0,0,0,0,0,0,1
"1381",0,0,0,0,0,0,0,0,1,1
"1382",0,0,0,0,0,0,0,1,0,1
"1383",1,1,1,1,1,1,1,1,1,0
"1384",1,1,0,1,0,1,1,1,1,1
"1385",1,1,1,1,1,1,1,0,1,0
"1386",1,0,0,0,0,0,0,0,0,0
"1387",0,0,1,0,0,0,0,0,0,0
"1388",0,1,1,1,0,0,0,0,0,0
"1389",0,0,0,0,0,1,1,0,1,0
"1390",0,1,1,1,1,1,1,1,1,1
"1391",0,1,0,0,0,0,0,0,0,0
"1392",1,1,0,0,0,0,0,0,0,0
"1393",0,1,0,1,1,1,1,1,1,1
"1394",0,0,0,0,0,0,0,0,1,1
"1395",1,1,1,1,1,1,1,0,0,0
"1396",1,0,1,0,0,0,0,0,0,0
"1397",0,0,0,0,0,1,1,0,0,1
"1398",1,1,1,1,1,1,1,1,1,0
"1399",0,0,0,0,0,0,0,0,1,0
"1400",1,0,1,0,0,0,0,0,0,0
"1401",0,0,0,0,1,1,0,0,0,0
"1402",1,1,1,1,1,0,0,0,0,0
"1403",0,0,0,1,0,1,1,1,0,1
"1404",1,1,1,1,0,1,1,1,1,0
"1405",0,0,0,0,1,1,1,1,1,1
"1406",0,1,1,1,0,0,0,0,0,0
"1407",0,0,0,0,0,0,1,1,1,1
"1408",1,1,1,1,1,1,1,0,0,1
"1409",0,0,1,0,0,1,1,1,1,1
"1410",1,1,1,1,1,1,0,1,1,0
"1411",0,0,1,0,1,0,1,1,1,1
"1412",0,1,1,1,1,1,1,1,1,1
"1413",1,1,1,1,0,0,0,0,0,0
"1414",0,0,0,0,1,1,1,1,1,1
"1415",1,1,0,0,0,0,0,0,0,0
"1416",1,1,0,1,0,1,0,0,0,0
"1417",1,1,1,1,1,1,1,1,1,0
"1418",1,0,0,0,0,1,1,0,1,1
"1419",0,0,1,0,0,0,0,0,0,0
"1420",0,0,0,0,1,1,1,1,1,1
"1421",0,1,1,1,1,1,1,1,1,1
"1422",0,0,0,0,0,0,0,1,1,0
"1423",1,0,1,0,1,1,1,1,1,1
"1424",1,1,1,1,1,1,0,1,1,0
"1425",1,1,1,1,0,0,0,0,0,0
"1426",1,1,1,1,1,1,1,0,0,0
"1427",1,1,1,0,0,0,0,0,0,0
"1428",0,0,0,0,1,0,0,0,0,0
"1429",0,1,0,1,0,0,0,0,0,0
"1430",0,0,0,0,0,1,0,0,0,1
"1431",1,1,1,1,1,0,0,0,1,0
"1432",0,0,0,0,0,0,1,1,1,1
"1433",0,1,0,1,1,1,1,1,1,1
"1434",1,1,1,1,1,1,1,0,1,0
"1435",1,1,1,1,0,0,0,0,0,0
"1436",1,1,0,0,0,0,0,0,0,0
"1437",0,0,0,0,1,1,1,1,1,0
"1438",0,0,0,0,0,0,0,0,1,1
"1439",1,1,1,1,0,1,1,1,1,1
"1440",1,1,1,1,1,1,1,1,1,0
"1441",0,0,0,0,0,0,0,1,0,1
"1442",0,1,0,0,1,1,1,1,1,1
"1443",1,1,1,0,1,0,1,0,0,0
"1444",0,0,0,0,0,0,1,0,0,1
"1445",0,1,0,0,1,1,1,1,1,1
"1446",0,0,1,0,0,1,1,1,1,1
"1447",1,1,0,1,0,0,0,0,0,0
"1448",1,1,1,1,0,1,1,1,0,1
"1449",0,1,0,1,1,1,1,1,1,1
"1450",1,1,0,0,0,0,1,0,0,0
"1451",1,1,1,1,0,0,1,0,1,0
"1452",1,1,1,0,0,0,0,0,0,0
"1453",1,0,1,0,0,0,0,0,0,0
"1454",0,1,1,1,0,0,0,0,0,0
"1455",0,0,1,0,1,0,1,1,1,0
"1456",0,1,0,0,0,0,0,0,0,0
"1457",0,0,0,0,0,0,0,1,0,1
"1458",0,1,1,0,1,0,0,0,0,0
"1459",1,1,0,1,1,0,0,0,0,1
"1460",0,0,1,0,0,0,0,0,0,0
"1461",1,1,1,1,1,0,1,0,0,0
"1462",0,1,0,0,0,0,0,0,0,0
"1463",0,1,0,0,0,1,0,0,0,0
"1464",1,0,0,0,1,0,1,1,1,1
"1465",0,0,0,0,0,0,0,0,1,1
"1466",0,0,0,0,0,0,0,0,1,0
"1467",0,0,0,0,0,1,1,1,1,1
"1468",0,1,1,1,1,0,1,1,1,1
"1469",1,1,1,1,1,0,1,0,0,0
"1470",0,1,0,0,0,0,0,0,0,0
"1471",0,0,0,1,1,1,1,1,1,1
"1472",0,0,0,0,1,0,1,1,0,0
"1473",1,1,1,1,1,1,1,1,0,0
"1474",0,0,0,1,0,0,0,0,1,1
"1475",0,0,0,1,0,0,0,0,0,0
"1476",1,1,1,1,1,1,1,0,0,1
"1477",1,0,0,1,1,1,0,1,1,1
"1478",1,1,0,1,1,0,0,0,0,0
"1479",0,0,0,0,0,0,0,0,0,1
"1480",0,0,0,0,0,0,1,0,0,1
"1481",1,1,1,0,0,0,0,0,0,0
"1482",1,1,1,0,1,1,1,1,0,0
"1483",0,0,1,1,1,1,1,1,1,1
"1484",1,1,1,1,1,1,1,1,1,0
"1485",1,0,0,0,0,0,0,0,0,0
"1486",0,0,0,0,0,0,0,0,1,0
"1487",0,0,0,0,0,0,0,0,0,1
"1488",0,0,0,0,0,0,1,1,1,1
"1489",1,1,1,0,0,1,1,1,1,1
"1490",0,0,0,0,1,0,1,0,1,1
"1491",1,1,1,1,1,1,1,0,1,1
"1492",0,1,0,1,1,1,1,1,1,1
"1493",1,1,0,1,1,1,1,1,1,1
"1494",0,0,0,0,0,0,0,1,1,1
"1495",1,1,0,1,1,0,1,1,0,0
"1496",0,0,0,0,1,0,1,1,1,1
"1497",0,0,1,0,1,1,1,1,1,1
"1498",1,0,0,0,0,0,0,1,0,1
"1499",0,0,1,1,0,0,1,1,1,1
"1500",1,1,1,1,0,0,0,1,0,0
"1501",0,0,0,1,0,0,0,1,0,1
"1502",1,0,0,0,0,0,0,0,0,1
"1503",0,0,0,0,0,0,0,0,1,0
"1504",1,1,1,1,1,1,1,1,1,0
"1505",0,0,0,0,0,0,0,0,0,1
"1506",0,0,0,1,1,1,1,1,1,1
"1507",0,0,0,0,0,0,1,1,0,0
"1508",0,0,0,1,0,0,0,0,0,0
"1509",1,1,1,1,0,1,1,0,0,1
"1510",1,1,1,0,0,1,0,0,0,0
"1511",0,0,0,0,0,0,0,1,1,0
"1512",0,0,0,0,0,0,0,0,1,1
"1513",0,0,0,0,0,1,0,0,1,1
"1514",0,1,0,1,0,1,1,1,1,1
"1515",1,1,0,1,1,1,0,1,0,0
"1516",1,0,0,1,0,0,0,0,0,1
"1517",0,0,0,1,0,0,0,0,0,0
"1518",0,1,0,1,0,1,1,1,1,1
"1519",0,0,0,0,0,0,1,1,1,0
"1520",1,1,1,1,0,1,1,1,1,1
"1521",1,0,0,0,0,0,0,0,0,0
"1522",1,1,0,1,1,1,1,0,0,0
"1523",0,0,0,0,0,0,0,1,0,1
"1524",1,1,0,1,0,0,0,0,0,0
"1525",0,0,0,0,0,0,0,0,1,1
"1526",0,0,0,0,0,0,1,1,0,0
"1527",1,0,1,0,0,0,0,0,0,0
"1528",0,0,0,0,0,0,0,1,0,0
"1529",0,0,0,1,1,1,0,1,1,1
"1530",0,0,0,0,0,0,0,1,0,1
"1531",1,1,1,1,1,0,0,0,0,1
"1532",1,1,1,0,1,1,1,0,0,0
"1533",0,0,0,0,1,1,0,0,1,1
"1534",1,1,1,1,1,1,1,1,0,0
"1535",0,1,1,0,1,1,0,0,1,1
"1536",1,1,1,1,1,0,0,0,0,0
"1537",0,0,0,0,0,0,0,1,1,1
"1538",0,0,0,0,0,0,1,1,1,1
"1539",1,0,0,1,0,0,0,0,0,0
"1540",1,1,0,0,1,1,1,1,1,1
"1541",1,1,1,1,1,1,0,0,0,0
"1542",0,0,1,1,1,1,1,1,1,1
"1543",0,0,1,1,0,0,0,0,0,0
"1544",0,0,0,1,1,0,0,1,1,1
"1545",1,1,1,1,1,1,1,1,0,0
"1546",1,1,0,1,0,1,0,0,0,0
"1547",1,0,0,1,1,1,1,1,1,1
"1548",0,1,1,1,1,1,1,1,1,1
"1549",1,0,0,0,1,0,0,0,1,0
"1550",0,0,0,0,0,0,1,1,1,1
"1551",0,1,1,0,1,1,1,1,1,1
"1552",1,1,0,1,1,1,1,1,1,1
"1553",0,0,0,1,1,1,1,1,1,1
"1554",0,0,0,0,0,1,1,1,1,1
"1555",1,1,1,1,1,1,1,1,0,1
"1556",1,1,1,1,1,1,1,1,1,0
"1557",0,0,0,0,0,0,0,0,0,1
"1558",0,0,0,1,0,0,1,1,1,1
"1559",1,1,1,1,1,1,1,0,0,1
"1560",0,0,0,0,0,0,1,0,1,1
"1561",1,1,1,1,1,1,1,0,0,1
"1562",1,1,1,1,1,1,1,1,0,1
"1563",1,1,1,1,1,0,1,1,0,0
"1564",0,0,0,0,0,1,1,1,1,1
"1565",0,0,0,0,0,0,1,1,1,0
"1566",1,0,0,1,1,1,1,1,1,1
"1567",0,0,0,0,0,0,1,1,0,1
"1568",0,0,0,0,0,0,0,1,1,0
"1569",0,0,0,0,1,0,1,1,1,1
"1570",0,0,0,0,0,0,0,0,0,1
"1571",1,1,0,1,1,1,0,1,0,0
"1572",1,0,0,1,1,1,1,1,1,1
"1573",0,0,0,0,0,0,0,1,1,1
"1574",0,1,0,1,0,0,0,0,0,0
"1575",1,1,1,1,0,0,0,0,0,0
"1576",1,1,1,1,1,1,0,1,0,0
"1577",1,1,1,1,1,0,1,0,0,0
"1578",0,0,0,1,1,1,1,1,1,1
"1579",0,0,0,0,1,1,1,1,1,1
"1580",0,0,0,0,0,0,1,0,1,1
"1581",1,1,1,0,0,0,0,0,0,0
"1582",1,0,1,0,1,0,0,0,0,1
"1583",1,1,1,1,1,1,0,1,1,0
"1584",1,1,1,1,0,0,1,0,1,0
"1585",0,0,1,1,1,1,1,0,1,1
"1586",1,1,1,1,1,1,1,0,1,1
"1587",0,1,0,1,1,1,1,1,1,1
"1588",0,1,1,1,1,1,1,1,1,1
"1589",0,0,1,0,0,0,1,1,1,1
"1590",0,0,0,0,0,0,0,0,1,0
"1591",0,0,0,1,1,1,1,1,1,1
"1592",1,1,1,1,1,1,1,1,1,0
"1593",1,1,1,1,1,1,1,1,0,0
"1594",0,0,0,0,0,1,0,1,1,1
"1595",0,0,0,0,0,0,0,1,1,1
"1596",0,0,0,0,0,0,1,0,0,0
"1597",0,0,0,0,0,0,0,1,1,0
"1598",0,0,0,0,1,1,1,1,1,1
"1599",0,0,0,0,0,1,0,0,0,1
"1600",0,0,1,1,0,1,1,1,1,1
"1601",1,0,0,0,0,0,0,0,0,0
"1602",1,1,1,1,1,1,1,1,1,0
"1603",0,0,0,0,0,0,1,0,0,1
"1604",1,1,0,0,1,1,1,1,1,1
"1605",1,1,1,1,1,1,1,0,0,0
"1606",0,0,0,0,1,1,1,1,1,1
"1607",0,0,0,0,0,0,0,0,1,1
"1608",0,0,0,0,0,1,1,1,1,1
"1609",1,1,1,1,1,1,0,0,0,0
"1610",1,0,0,0,0,0,0,0,0,0
"1611",1,1,1,1,0,0,0,0,1,0
"1612",0,0,0,0,1,0,0,0,0,1
"1613",1,0,1,1,1,1,1,1,1,1
"1614",1,1,1,1,1,1,1,1,0,1
"1615",1,1,1,1,1,1,0,1,0,1
"1616",0,0,1,1,1,1,1,1,1,1
"1617",1,1,1,1,1,1,1,0,0,0
"1618",1,1,0,0,0,0,1,0,0,0
"1619",0,0,1,0,1,1,1,1,1,1
"1620",1,0,1,1,1,1,1,1,1,1
"1621",1,1,1,1,0,0,0,0,0,0
"1622",1,1,1,0,0,0,0,0,0,0
"1623",1,0,1,1,1,0,0,0,0,0
"1624",1,1,0,1,0,0,0,0,1,0
"1625",1,1,1,1,0,0,0,0,0,1
"1626",1,0,0,1,1,1,1,1,1,1
"1627",0,0,1,0,1,0,0,0,0,0
"1628",0,0,0,0,0,1,0,0,1,1
"1629",0,0,0,0,0,0,0,1,0,0
"1630",0,1,1,0,1,0,1,0,0,1
"1631",1,1,1,1,1,1,0,1,1,0
"1632",1,1,1,1,1,0,1,0,0,0
"1633",0,0,0,0,0,1,0,1,1,1
"1634",0,0,0,0,0,0,0,0,0,1
"1635",0,1,0,0,0,0,0,0,0,0
"1636",0,0,0,1,1,1,1,1,1,1
"1637",0,1,1,0,0,0,0,0,0,0
"1638",0,1,1,1,1,1,1,1,1,1
"1639",1,0,0,0,0,0,0,0,0,0
"1640",1,0,0,1,1,1,1,1,1,1
"1641",0,0,0,0,0,0,0,1,1,1
"1642",1,1,1,1,0,0,0,1,0,0
"1643",1,1,1,1,1,1,1,1,1,0
"1644",1,1,1,0,1,1,1,1,1,1
"1645",0,0,1,1,1,1,1,1,1,1
"1646",1,1,1,1,1,0,0,0,0,0
"1647",0,0,0,0,0,1,0,0,1,0
